HealthTopic,Population,Indicator,Unit,Time,RegionCode,RegionName,NumValue,TxtValue
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2019,EL,Greece,14,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2019,ES,Spain,1237,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2019,EU_EEA31,EU/EEA,11742,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2019,FI,Finland,387,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2019,FR,France,2118,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2019,HR,Croatia,0,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2019,HU,Hungary,139,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2019,IE,Ireland,204,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2019,IS,Iceland,20,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2019,IT,Italy,1001,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2019,LT,Lithuania,0,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2019,LU,Luxembourg,1,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2019,LV,Latvia,34,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2019,MT,Malta,8,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2019,NL,Netherlands,365,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2019,NO,Norway,350,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2019,PL,Poland,0,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2019,PT,Portugal,242,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2019,RO,Romania,19,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2019,SE,Sweden,863,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2019,SI,Slovenia,146,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2019,SK,Slovakia,47,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2019,UK,United Kingdom,3039,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2020,BE,Belgium,42,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2020,BG,Bulgaria,5,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2020,CY,Cyprus,2,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2020,CZ,Czechia,118,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2020,DK,Denmark,206,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2020,EE,Estonia,13,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2020,EL,Greece,5,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2020,ES,Spain,478,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2020,EU_EEA31,EU/EEA,3666,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2020,FI,Finland,153,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2020,FR,France,1097,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2020,HR,Croatia,0,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2020,HU,Hungary,100,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2020,IE,Ireland,115,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2020,IS,Iceland,11,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2020,IT,Italy,283,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2020,LT,Lithuania,0,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2020,LU,Luxembourg,10,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2020,LV,Latvia,26,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2020,MT,Malta,8,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2020,NL,Netherlands,220,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2020,NO,Norway,170,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2020,PL,Poland,0,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2020,PT,Portugal,118,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2020,RO,Romania,5,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2020,SE,Sweden,371,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2020,SI,Slovenia,91,
Invasive pneumococcal disease,"Confirmed cases, age 65 and above",Reported cases,N,2020,SK,Slovakia,19,
