"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2019","HR","Croatia",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2019","HU","Hungary",25.435540060,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2019","IE","Ireland",5.714285710,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2019","IS","Iceland",10.000000000,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2019","IT","Italy",14.406184110,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2019","LT","Lithuania",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2019","LU","Luxembourg",100.000000000,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2019","LV","Latvia",13.253012040,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2019","MT","Malta",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2019","NL","Netherlands",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2019","NO","Norway",11.811023620,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2019","PL","Poland",29.841269840,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2019","PT","Portugal",6.846473020,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2019","RO","Romania",18.055555550,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2019","SE","Sweden",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2019","SI","Slovenia",6.428571420,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2019","SK","Slovakia",10.569105690,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2019","UK","United Kingdom",16.895478670,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2020","AT","Austria",7.042253520,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2020","BE","Belgium",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2020","BG","Bulgaria",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2020","CY","Cyprus",0.000000000,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2020","CZ","Czechia",21.875000000,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2020","DK","Denmark",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2020","EE","Estonia",20.833333330,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2020","EL","Greece",5.882352940,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2020","ES","Spain",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2020","EUEEA30_21","EU/EEA (without UK)",13.920566000,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2020","EUEEAUK_21","EU/EEA (with UK until 2019)",13.920566000,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2020","FI","Finland",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2020","FR","France",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2020","HR","Croatia",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2020","HU","Hungary",32.432432430,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2020","IE","Ireland",2.912621350,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2020","IS","Iceland",16.666666660,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2020","IT","Italy",17.365269460,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2020","LT","Lithuania",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2020","LU","Luxembourg",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2020","LV","Latvia",11.940298500,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2020","MT","Malta",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2020","NL","Netherlands",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2020","NO","Norway",5.172413790,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2020","PL","Poland",15.135135130,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2020","PT","Portugal",12.096774190,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2020","RO","Romania",20.000000000,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2020","SE","Sweden",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2020","SI","Slovenia",8.571428570,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2020","SK","Slovakia",7.272727270,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2021","AT","Austria",7.286432160,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2021","BE","Belgium",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2021","BG","Bulgaria",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2021","CY","Cyprus",0.000000000,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2021","CZ","Czechia",23.529411760,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2021","DK","Denmark",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2021","EE","Estonia",0.000000000,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2021","EL","Greece",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2021","ES","Spain",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2021","EUEEA30_21","EU/EEA (without UK)",14.564138000,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2021","EUEEAUK_21","EU/EEA (with UK until 2019)",14.564138000,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2021","FI","Finland",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2021","FR","France",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2021","HR","Croatia",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2021","HU","Hungary",33.333333330,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2021","IE","Ireland",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2021","IS","Iceland",5.882352940,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2021","IT","Italy",22.118380060,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2021","LI","Liechtenstein",0.000000000,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2021","LT","Lithuania",12.000000000,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2021","LU","Luxembourg",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2021","LV","Latvia",21.428571420,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2021","MT","Malta",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2021","NL","Netherlands",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2021","NO","Norway",10.588235290,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2021","PL","Poland",12.284730190,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2021","PT","Portugal",7.234042550,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2021","RO","Romania",40.000000000,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2021","SE","Sweden",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2021","SI","Slovenia",8.000000000,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2021","SK","Slovakia",17.647058820,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2022","AT","Austria",9.498207880,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2022","BE","Belgium",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2022","BG","Bulgaria",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2022","CY","Cyprus",0.000000000,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2022","CZ","Czechia",19.392523360,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2022","DK","Denmark",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2022","EE","Estonia",7.692307690,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2022","EL","Greece",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2022","ES","Spain",13.605442170,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2022","EUEEA30_21","EU/EEA (without UK)",12.750533000,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2022","EUEEAUK_21","EU/EEA (with UK until 2019)",12.750533000,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2022","FI","Finland",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2022","FR","France",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2022","HR","Croatia",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2022","HU","Hungary",22.164948450,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2022","IE","Ireland",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2022","IS","Iceland",6.060606060,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2022","IT","Italy",27.134146340,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2022","LI","Liechtenstein",25.000000000,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2022","LT","Lithuania",6.818181810,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2022","LU","Luxembourg",1.587301580,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2022","LV","Latvia",18.400000000,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2022","MT","Malta",42.857142850,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2022","NL","Netherlands",10.242587600,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2022","NO","Norway",7.017543850,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2022","PL","Poland",7.377557340,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2022","PT","Portugal",6.081081080,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2022","RO","Romania",23.076923070,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2022","SE","Sweden",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2022","SI","Slovenia",10.267857140,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2022","SK","Slovakia",10.344827580,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2023","AT","Austria",9.749670610,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2023","BE","Belgium",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2023","BG","Bulgaria",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2023","CY","Cyprus",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2023","CZ","Czechia",19.163763060,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2023","DK","Denmark",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2023","EE","Estonia",6.250000000,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2023","EL","Greece",4.651162790,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2023","ES","Spain",12.166998010,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2023","EUEEA30_21","EU/EEA (without UK)",13.533374000,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2023","EUEEAUK_21","EU/EEA (with UK until 2019)",13.533374000,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2023","FI","Finland",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2023","FR","France",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2023","HR","Croatia",17.500000000,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2023","HU","Hungary",22.125813440,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2023","IE","Ireland",2.824858750,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2023","IS","Iceland",5.714285710,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2023","IT","Italy",25.685557580,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2023","LI","Liechtenstein",50.000000000,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2023","LT","Lithuania",13.380281690,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2023","LU","Luxembourg",15.094339620,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2023","LV","Latvia",13.422818790,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2023","MT","Malta",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2023","NL","Netherlands",11.103151860,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2023","NO","Norway",7.317073170,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2023","PL","Poland",13.005202080,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2023","PT","Portugal",9.494640120,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2023","RO","Romania",6.349206340,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2023","SE","Sweden",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2023","SI","Slovenia",7.725321880,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2023","SK","Slovakia",11.428571420,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2024","AT","Austria",7.901234560,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2024","BE","Belgium",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2024","BG","Bulgaria",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2024","CY","Cyprus",0.000000000,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2024","CZ","Czechia",16.696269980,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2024","DK","Denmark",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2024","EE","Estonia",3.947368420,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2024","EL","Greece",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2024","ES","Spain",12.623220150,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2024","EUEEA30_21","EU/EEA (without UK)",12.281195000,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2024","EUEEAUK_21","EU/EEA (with UK until 2019)",12.281195000,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2024","FI","Finland",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2024","FR","France",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2024","HR","Croatia",0.000000000,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2024","HU","Hungary",17.586206890,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2024","IE","Ireland",2.369668240,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2024","IS","Iceland",5.882352940,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2024","IT","Italy",20.863895680,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2024","LI","Liechtenstein",33.333333330,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2024","LT","Lithuania",10.833333330,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2024","LU","Luxembourg",15.384615380,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2024","LV","Latvia",19.200000000,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2024","MT","Malta",23.076923070,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2024","NL","Netherlands",9.064953600,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2024","NO","Norway",4.794520540,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2024","PL","Poland",13.043478260,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2024","PT","Portugal",7.926829260,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2024","RO","Romania",11.616161610,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2024","SE","Sweden",-,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2024","SI","Slovenia",7.335907330,""
"Invasive pneumococcal disease","Confirmed cases","Case fatality","%","2024","SK","Slovakia",7.009345790,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2010","AT","Austria",3.891449860,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2010","BE","Belgium",-,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2010","BG","Bulgaria",0.350320930,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2010","CY","Cyprus",1.464951040,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2010","CZ","Czechia",2.867496430,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2010","DK","Denmark",17.344994460,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2010","EE","Estonia",1.050034120,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2010","EL","Greece",0.341748460,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2010","ES","Spain",5.947948160,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2010","EUEEA30_21","EU/EEA (without UK)",5.310593000,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2010","EUEEAUK_21","EU/EEA (with UK until 2019)",5.670732000,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2010","FI","Finland",15.584628170,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2010","FR","France",9.651027380,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2010","HU","Hungary",1.078455220,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2010","IE","Ireland",6.682158720,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2010","IS","Iceland",10.074615110,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2010","IT","Italy",1.430717840,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2010","LT","Lithuania",0.286443940,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2010","LU","Luxembourg",0.398354000,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2010","LV","Latvia",0.754537600,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2010","MT","Malta",2.656831550,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2010","NL","Netherlands",13.779797980,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2010","NO","Norway",15.396652130,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2010","PL","Poland",0.875788720,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2010","RO","Romania",0.394191910,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2010","SE","Sweden",15.587726890,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2010","SI","Slovenia",10.942971480,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2010","SK","Slovakia",0.333926360,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2010","UK","United Kingdom",7.622756330,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2011","AT","Austria",1.886530220,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2011","BE","Belgium",-,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2011","BG","Bulgaria",0.502074040,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2011","CY","Cyprus",1.786243770,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2011","CZ","Czechia",3.661770280,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2011","DK","Denmark",16.616828170,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2011","EE","Estonia",1.353729520,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2011","EL","Greece",0.368592600,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2011","ES","Spain",5.946363920,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2011","EUEEA30_21","EU/EEA (without UK)",5.266045000,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2011","EUEEAUK_21","EU/EEA (with UK until 2019)",5.393237000,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2011","FI","Finland",14.492279090,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2011","FR","France",9.453376170,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2011","HU","Hungary",1.071529930,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2011","IE","Ireland",7.810310520,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2011","IS","Iceland",10.362629210,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2011","IT","Italy",1.189354250,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2011","LT","Lithuania",0.294831790,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2011","LU","Luxembourg",0.390747100,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2011","LV","Latvia",2.458299290,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2011","MT","Malta",2.650672660,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2011","NL","Netherlands",14.937740300,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2011","NO","Norway",14.816154680,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2011","PL","Poland",0.922162200,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2011","RO","Romania",0.445565310,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2011","SE","Sweden",14.454780750,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2011","SI","Slovenia",12.437877670,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2011","SK","Slovakia",1.057034220,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2011","UK","United Kingdom",6.078778300,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2012","AT","Austria",2.783023690,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2012","BE","Belgium",-,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2012","BG","Bulgaria",0.259306930,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2012","CY","Cyprus",2.204148200,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2012","CZ","Czechia",3.188822550,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2012","DK","Denmark",15.804990070,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2012","EE","Estonia",1.509186790,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2012","EL","Greece",0.387862390,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2012","ES","Spain",6.033975790,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2012","EUEEA30_21","EU/EEA (without UK)",5.040999000,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2012","EUEEAUK_21","EU/EEA (with UK until 2019)",5.348560000,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2012","FI","Finland",13.922659250,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2012","FR","France",8.276177560,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2012","HR","Croatia",0.420955730,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2012","HU","Hungary",1.872748730,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2012","IE","Ireland",7.626457000,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2012","IS","Iceland",8.448720950,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2012","IT","Italy",1.354292470,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2012","LT","Lithuania",0.233050480,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2012","LU","Luxembourg",0.190529530,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2012","LV","Latvia",2.738636730,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2012","MT","Malta",3.592418550,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2012","NL","Netherlands",15.181991430,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2012","NO","Norway",12.555481790,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2012","PL","Poland",1.158581360,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2012","RO","Romania",0.393113130,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2012","SE","Sweden",14.626396790,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2012","SI","Slovenia",11.919264250,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2012","SK","Slovakia",0.906681720,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2012","UK","United Kingdom",7.017865690,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2013","AT","Austria",4.141100300,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2013","BE","Belgium",-,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2013","BG","Bulgaria",0.236027320,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2013","CY","Cyprus",0.923917680,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2013","CZ","Czechia",4.031903380,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2013","DK","Denmark",15.028661540,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2013","EE","Estonia",1.817942180,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2013","EL","Greece",0.363516890,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2013","ES","Spain",5.421443650,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2013","EUEEA30_21","EU/EEA (without UK)",4.855551000,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2013","EUEEAUK_21","EU/EEA (with UK until 2019)",5.130720000,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2013","FI","Finland",13.341505310,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2013","FR","France",7.025496050,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2013","HR","Croatia",0.376665300,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2013","HU","Hungary",2.041383490,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2013","IE","Ireland",7.527475820,""
"Invasive pneumococcal disease","Confirmed cases","Notification rate","N/100000","2013","IS","Iceland",5.903242740,""
